"Id","Last"
1765,NA
1769,NA
1770,NA
1776,NA
1777,NA
1779,NA
1781,NA
1783,"505"
1784,NA
1787,NA
1790,NA
1791,NA
1792,NA
1795,NA
1796,NA
1798,NA
1799,NA
1800,NA
1804,NA
1805,NA
1806,NA
1808,NA
1810,NA
1812,NA
1815,NA
1818,NA
1820,NA
1821,NA
1822,NA
1824,NA
1827,NA
1828,NA
1829,NA
1832,NA
1833,NA
1835,NA
1839,NA
1841,NA
1842,NA
1844,NA
1849,NA
1850,NA
1854,NA
1855,NA
1856,NA
1858,NA
1859,NA
1861,NA
1862,NA
1866,NA
1867,NA
1868,NA
1873,"106"
1874,NA
1875,NA
1876,NA
1877,NA
1880,NA
1882,NA
1883,NA
1884,NA
1886,NA
1887,NA
1888,NA
1891,NA
1895,NA
1897,NA
1901,NA
1903,NA
1904,NA
1905,NA
1906,NA
1909,NA
1913,NA
1918,NA
1920,NA
1921,NA
1923,NA
1925,NA
1928,NA
1933,NA
1934,NA
1942,NA
1945,NA
1947,NA
1951,NA
1953,NA
1955,NA
1956,NA
1958,NA
1959,NA
1963,NA
1965,NA
1971,NA
1974,NA
1975,NA
1979,NA
1982,NA
1984,NA
1985,NA
1986,NA
1987,NA
1990,NA
1992,NA
1995,NA
1996,NA
1998,NA
2001,NA
2002,NA
2003,NA
2004,NA
2005,NA
2007,NA
2009,NA
2010,NA
2015,NA
2016,NA
2018,NA
2019,NA
2026,NA
2027,NA
2029,NA
2031,NA
2033,NA
2034,"10"
2038,NA
2039,NA
2041,NA
2042,NA
2045,NA
2049,NA
2050,NA
2051,NA
2052,NA
2053,NA
2054,NA
2056,NA
2058,NA
2061,NA
2062,NA
2064,NA
2068,NA
2069,NA
2071,NA
2073,NA
2075,NA
2079,NA
2082,NA
2084,NA
2085,NA
2087,NA
2088,NA
2090,NA
2091,NA
2092,NA
2094,NA
2098,NA
2099,NA
2100,NA
2101,NA
2104,"77"
2106,NA
2107,NA
2109,NA
2110,NA
2112,NA
2114,NA
2115,NA
2118,NA
2119,NA
2120,NA
2122,NA
2125,NA
2126,NA
2128,NA
2129,NA
2130,NA
2134,"56294995342133"
2135,NA
2140,NA
2141,NA
2142,NA
2145,NA
2147,NA
2151,NA
2152,NA
2154,NA
2156,NA
2158,NA
2159,NA
2166,NA
2167,NA
2170,NA
2172,NA
2173,NA
2175,NA
2181,"3063731695682346270720"
2183,NA
2185,NA
2186,NA
2187,NA
2188,NA
2189,"42"
2190,NA
2193,NA
2194,NA
2195,NA
2196,NA
2197,NA
2200,NA
2202,NA
2205,NA
2206,NA
2209,"150"
2210,NA
2212,NA
2213,NA
2216,NA
2218,NA
2219,NA
2222,NA
2223,NA
2226,NA
2232,NA
2236,NA
2238,NA
2240,NA
2243,NA
2245,NA
2247,NA
2248,NA
2249,NA
2253,NA
2254,NA
2258,NA
2261,NA
2262,NA
2263,NA
2264,NA
2267,NA
2273,NA
2274,NA
2275,NA
2279,NA
2281,NA
2282,NA
2284,NA
2285,NA
2286,NA
2287,NA
2288,NA
2289,NA
2291,NA
2294,NA
2297,NA
2299,NA
2301,NA
2302,NA
2304,NA
2307,NA
2308,NA
2314,NA
2315,NA
2317,NA
2320,NA
2322,NA
2326,NA
2327,NA
2330,NA
2335,"402"
2338,NA
2339,NA
2342,NA
2343,NA
2344,NA
2346,NA
2347,NA
2350,NA
2351,NA
2352,NA
2353,NA
2355,NA
2359,NA
2363,NA
2364,NA
2365,NA
2367,NA
2371,NA
2372,NA
2373,NA
2374,NA
2376,NA
2377,NA
2381,NA
2382,NA
2383,NA
2384,NA
2386,NA
2389,NA
2390,NA
2391,NA
2393,NA
2394,NA
2400,NA
2401,NA
2402,NA
2404,NA
2405,NA
2409,NA
2410,NA
2415,NA
2416,NA
2417,NA
2422,NA
2426,NA
2427,"56"
2428,NA
2429,NA
2430,NA
2431,NA
2432,NA
2433,NA
2434,NA
2436,NA
2439,"54413821892871260209152"
2445,NA
2448,NA
2453,NA
2454,NA
2456,NA
2458,NA
2462,NA
2465,NA
2466,NA
2468,NA
2469,NA
2470,NA
2471,NA
2472,NA
2473,NA
2475,NA
2476,NA
2477,NA
2478,NA
2480,NA
2481,NA
2482,NA
2483,NA
2484,NA
2486,"7121453984059539456"
2487,NA
2489,NA
2491,NA
2492,NA
2493,NA
2496,NA
2499,NA
2500,NA
2501,NA
2502,"7006302246093749760"
2503,NA
2508,NA
2509,NA
2511,NA
2512,NA
2513,NA
2515,NA
2516,NA
2519,NA
2522,NA
2523,NA
2524,NA
2526,NA
2529,"3858055874062762131530448896"
2531,NA
2532,NA
2537,NA
2538,NA
2539,NA
2541,"16322989"
2543,NA
2544,NA
2545,NA
2546,NA
2548,NA
2549,NA
2550,"1268274072276992"
2554,NA
2558,NA
2559,NA
2560,NA
2561,NA
2563,NA
2564,NA
2566,"22797790370746287"
2568,NA
2572,NA
2573,NA
2574,NA
2575,NA
2580,NA
2581,NA
2585,"3828"
2590,NA
2592,"45430672644283923"
2593,NA
2595,NA
2596,NA
2598,"275"
2599,NA
2602,NA
2605,NA
2608,NA
2609,NA
2611,NA
2612,NA
2613,NA
2617,NA
2619,NA
2620,NA
2621,"1701"
2622,"1385073464128573"
2623,NA
2625,NA
2626,NA
2628,NA
2630,"1000000000000000000000000"
2631,NA
2632,NA
2634,NA
2636,NA
2641,NA
2642,NA
2643,NA
2644,NA
2645,NA
2646,NA
2647,NA
2649,NA
2650,NA
2652,NA
2653,NA
2654,NA
2657,NA
2658,NA
2663,NA
2664,NA
2665,NA
2666,NA
2670,NA
2671,NA
2672,NA
2673,NA
2676,NA
2678,NA
2679,NA
2680,NA
2681,NA
2684,NA
2686,NA
2687,NA
2689,NA
2691,NA
2694,NA
2697,NA
2698,NA
2699,"12543590317094399851520"
2700,NA
2704,"310"
2707,NA
2708,NA
2709,"147"
2711,NA
2714,NA
2715,NA
2716,NA
2721,"122223"
2722,NA
2724,NA
2725,NA
2727,NA
2730,"104255099738019625697280"
2731,NA
2732,NA
2734,NA
2736,NA
2738,NA
2740,NA
2742,NA
2743,NA
2745,NA
2746,NA
2747,NA
2750,"1"
2751,NA
2753,NA
2755,NA
2756,NA
2757,NA
2759,NA
2760,NA
2762,NA
2763,NA
2764,NA
2766,NA
2769,NA
2770,NA
2773,NA
2776,NA
2777,NA
2778,NA
2779,NA
2781,NA
2784,NA
2786,NA
2790,NA
2791,NA
2793,"536"
2794,NA
2795,NA
2796,NA
2799,NA
2801,NA
2802,NA
2803,NA
2804,NA
2805,NA
2806,NA
2808,NA
2811,NA
2812,NA
2815,NA
2817,NA
2818,NA
2819,NA
2821,NA
2825,NA
2827,NA
2828,NA
2829,NA
2834,NA
2835,NA
2838,NA
2839,NA
2840,NA
2842,NA
2846,NA
2847,"283726776524341248"
2849,NA
2854,NA
2859,NA
2860,NA
2861,NA
2862,NA
2864,NA
2865,NA
2869,NA
2873,NA
2874,NA
2878,NA
2880,NA
2881,NA
2882,NA
2883,NA
2884,NA
2885,NA
2887,"87960930222080"
2889,NA
2890,NA
2891,"149227974821384011"
2894,NA
2897,NA
2898,NA
2899,NA
2900,NA
2901,NA
2905,NA
2910,NA
2912,NA
2913,NA
2915,NA
2916,"716602502197270624"
2917,NA
2920,"8687"
2922,NA
2924,NA
2925,NA
2926,NA
2927,NA
2929,NA
2932,NA
2935,NA
2941,NA
2943,NA
2945,NA
2946,NA
2947,NA
2948,NA
2949,NA
2953,NA
2954,NA
2957,NA
2958,NA
2960,NA
2961,NA
2968,NA
2971,NA
2975,"13"
2976,NA
2977,NA
2978,NA
2979,NA
2982,NA
2984,"87960930222081"
2985,"65"
2987,NA
2988,NA
2990,NA
2993,NA
2997,NA
2999,NA
3001,NA
3002,NA
3006,NA
3007,NA
3009,NA
3012,NA
3013,NA
3015,NA
3017,NA
3019,NA
3020,NA
3026,NA
3030,NA
3035,NA
3036,NA
3038,NA
3039,NA
3041,NA
3044,NA
3045,NA
3046,NA
3050,NA
3051,NA
3052,NA
3056,NA
3058,NA
3059,NA
3063,NA
3065,NA
3066,NA
3067,NA
3070,NA
3071,NA
3076,NA
3077,NA
3081,NA
3082,NA
3085,NA
3086,NA
3087,NA
3088,NA
3091,NA
3096,NA
3097,NA
3098,NA
3099,NA
3101,NA
3103,NA
3104,NA
3109,NA
3110,NA
3111,NA
3113,NA
3115,NA
3117,NA
3118,NA
3119,NA
3120,NA
3121,NA
3122,"4549023256493643864"
3130,NA
3131,NA
3132,NA
3133,NA
3136,NA
3139,NA
3140,NA
3144,"96"
3149,NA
3150,NA
3153,NA
3154,NA
3155,NA
3156,NA
3157,"2520"
3159,NA
3163,NA
3166,NA
3167,NA
3169,NA
3171,NA
3174,NA
3179,NA
3180,NA
3181,NA
3183,NA
3184,NA
3187,NA
3188,"842"
3189,NA
3193,NA
3197,NA
3198,NA
3199,NA
3200,NA
3201,NA
3202,NA
3206,NA
3208,NA
3209,NA
3212,NA
3213,"968575477600097689600"
3214,NA
3215,NA
3220,NA
3222,NA
3223,NA
3224,NA
3226,NA
3228,NA
3229,NA
3231,NA
3233,"1270932914166"
3234,NA
3236,NA
3237,NA
3238,NA
3239,NA
3241,NA
3242,NA
3245,NA
3246,NA
3247,NA
3249,"387038978271084544"
3250,NA
3251,NA
3252,NA
3254,NA
3257,NA
3258,NA
3261,NA
3264,NA
3265,NA
3272,NA
3274,NA
3276,NA
3280,NA
3290,NA
3293,NA
3296,"247"
3297,NA
3298,NA
3299,NA
3302,NA
3303,NA
3304,NA
3305,NA
3306,NA
3307,NA
3308,NA
3309,NA
3311,NA
3313,NA
3314,NA
3316,NA
3319,NA
3323,NA
3324,NA
3325,NA
3326,NA
3328,NA
3330,NA
3334,NA
3335,NA
3336,NA
3342,"256"
3343,NA
3344,"711"
3346,NA
3347,NA
3351,NA
3353,NA
3354,NA
3357,NA
3359,NA
3366,NA
3369,NA
3372,NA
3376,NA
3377,NA
3378,NA
3381,NA
3383,NA
3384,NA
3385,NA
3387,NA
3388,NA
3389,NA
3391,NA
3393,NA
3394,NA
3395,NA
3396,NA
3400,NA
3403,NA
3405,NA
3407,NA
3408,NA
3409,NA
3411,NA
3416,NA
3419,NA
3420,NA
3421,NA
3424,NA
3426,NA
3429,NA
3431,NA
3432,NA
3433,NA
3434,NA
3436,NA
3439,NA
3442,NA
3445,NA
3446,NA
3447,NA
3449,NA
3452,NA
3460,NA
3463,NA
3464,NA
3466,NA
3467,NA
3472,NA
3474,NA
3475,NA
3476,"4288"
3477,NA
3478,NA
3480,NA
3481,NA
3482,NA
3485,NA
3486,NA
3487,NA
3488,NA
3489,NA
3491,NA
3492,NA
3494,"533"
3497,NA
3498,NA
3505,NA
3507,NA
3508,NA
3509,"3758096384"
3513,"3370"
3514,NA
3517,NA
3518,NA
3519,NA
3521,NA
3524,NA
3525,NA
3526,NA
3527,NA
3528,NA
3529,NA
3531,NA
3535,NA
3536,NA
3538,NA
3540,NA
3543,NA
3545,NA
3546,NA
3549,NA
3550,NA
3551,NA
3553,NA
3557,NA
3558,NA
3561,NA
3562,NA
3564,NA
3568,NA
3570,NA
3571,NA
3577,NA
3584,NA
3588,NA
3591,NA
3592,NA
3593,NA
3595,NA
3596,NA
3600,NA
3601,NA
3602,NA
3603,NA
3605,NA
3606,NA
3608,NA
3609,NA
3610,NA
3611,NA
3614,"109999999999999440"
3615,NA
3617,NA
3618,NA
3619,NA
3621,NA
3622,NA
3623,NA
3624,NA
3626,NA
3627,NA
3630,NA
3631,NA
3633,NA
3636,NA
3637,NA
3639,NA
3641,NA
3642,NA
3644,NA
3646,NA
3651,NA
3654,NA
3656,NA
3658,NA
3659,NA
3663,NA
3664,NA
3665,NA
3666,NA
3667,NA
3668,NA
3670,NA
3671,NA
3674,NA
3675,NA
3677,NA
3679,NA
3680,NA
3681,NA
3682,NA
3683,NA
3686,NA
3688,NA
3689,NA
3690,NA
3693,NA
3694,NA
3695,NA
3697,NA
3698,NA
3699,NA
3701,NA
3703,"375299968947548"
3704,NA
3705,NA
3707,NA
3708,NA
3709,NA
3711,NA
3712,NA
3715,"132"
3716,NA
3718,NA
3719,NA
3721,NA
3722,NA
3727,NA
3729,NA
3734,NA
3735,NA
3736,NA
3739,NA
3742,NA
3745,NA
3746,NA
3747,NA
3748,NA
3749,NA
3751,NA
3753,NA
3754,NA
3755,NA
3757,"2147483648"
3758,"4"
3759,"4794438742249608"
3760,NA
3762,NA
3763,NA
3764,"37"
3765,NA
3767,NA
3771,NA
3772,NA
3774,NA
3779,NA
3780,NA
3782,NA
3783,NA
3784,NA
3788,NA
3789,NA
3790,NA
3791,NA
3792,NA
3795,NA
3797,NA
3798,NA
3803,NA
3806,NA
3813,NA
3818,NA
3821,NA
3824,NA
3825,NA
3829,NA
3831,NA
3832,NA
3833,NA
3834,NA
3835,NA
3836,"4405736141212626421131771904"
3837,NA
3845,NA
3846,NA
3847,NA
3848,NA
3849,NA
3853,NA
3855,NA
3856,NA
3859,NA
3861,NA
3867,NA
3868,NA
3869,NA
3871,NA
3872,"3"
3873,NA
3874,"204"
3875,NA
3883,NA
3885,NA
3886,NA
3887,"85"
3888,NA
3889,NA
3890,NA
3893,NA
3894,NA
3895,NA
3900,NA
3903,NA
3904,NA
3905,NA
3906,NA
3910,NA
3911,NA
3915,NA
3916,"4294967297"
3920,NA
3921,NA
3922,NA
3923,NA
3924,NA
3927,NA
3928,NA
3929,NA
3930,NA
3931,NA
3934,"50"
3936,NA
3937,NA
3939,NA
3941,"121"
3942,NA
3943,NA
3949,NA
3950,NA
3951,NA
3952,NA
3955,NA
3957,NA
3959,NA
3960,NA
3964,NA
3965,NA
3967,NA
3968,"6060"
3970,NA
3971,NA
3973,NA
3974,NA
3976,NA
3977,NA
3979,NA
3980,NA
3981,NA
3982,NA
3983,NA
3985,NA
3986,NA
3988,NA
3991,NA
3993,NA
3994,NA
3997,NA
3998,NA
4000,"78176338"
4002,NA
4003,NA
4008,NA
4013,NA
4014,NA
4016,NA
4017,NA
4018,NA
4021,NA
4022,NA
4023,NA
4029,NA
4031,NA
4033,"5"
4035,NA
4037,NA
4038,"28"
4040,NA
4041,NA
4043,NA
4044,NA
4045,NA
4046,NA
4051,NA
4054,"181"
4056,NA
4057,NA
4058,NA
4059,NA
4060,NA
4063,"27514634240000000000000"
4064,NA
4068,NA
4071,NA
4072,NA
4076,NA
4077,NA
4079,NA
4082,NA
4084,NA
4086,NA
4087,NA
4090,NA
4093,NA
4095,NA
4097,NA
4098,NA
4099,NA
4100,NA
4101,NA
4103,NA
4105,NA
4106,NA
4107,"525893003079214694400"
4109,"48"
4110,NA
4111,NA
4113,NA
4117,NA
4119,NA
4120,NA
4122,"4243"
4123,NA
4126,NA
4128,NA
4129,NA
4130,NA
4137,NA
4140,NA
4141,NA
4142,NA
4146,NA
4147,"-1906399371246"
4148,NA
4149,NA
4152,NA
4154,NA
4156,NA
4161,NA
4162,NA
4163,NA
4164,NA
4165,NA
4166,NA
4168,NA
4169,NA
4170,NA
4171,NA
4172,NA
4173,NA
4174,NA
4177,NA
4178,NA
4179,NA
4182,NA
4183,NA
4184,NA
4185,NA
4186,NA
4188,NA
4189,NA
4192,NA
4199,NA
4201,"486388759756013568"
4202,NA
4203,NA
4204,NA
4205,NA
4206,NA
4207,NA
4212,NA
4213,NA
4217,NA
4219,NA
4220,NA
4221,NA
4223,NA
4227,NA
4228,NA
4230,NA
4231,NA
4232,"351829430966702353416192"
4233,NA
4234,NA
4235,NA
4236,NA
4240,NA
4242,NA
4243,NA
4247,NA
4250,NA
4251,NA
4252,NA
4256,NA
4258,NA
4261,NA
4264,NA
4265,NA
4267,NA
4271,NA
4275,NA
4276,NA
4278,NA
4279,"1199"
4280,NA
4281,NA
4282,NA
4284,NA
4285,NA
4287,NA
4288,NA
4290,NA
4294,NA
4301,NA
4302,"166771816996665672"
4304,NA
4306,NA
4311,NA
4312,NA
4313,NA
4315,NA
4319,NA
4320,"10498709"
4321,NA
4323,NA
4324,NA
4326,NA
4327,NA
4328,"13027308783283592"
4329,NA
4332,NA
4333,NA
4335,NA
4336,NA
4337,NA
4338,NA
4340,NA
4342,NA
4343,NA
4347,NA
4349,NA
4356,NA
4358,NA
4359,"203"
4362,NA
4363,NA
4364,NA
4371,"1"
4372,NA
4375,NA
4376,NA
4377,NA
4379,NA
4381,NA
4385,NA
4389,NA
4390,NA
4391,NA
4392,NA
4394,NA
4397,NA
4399,NA
4401,NA
4405,NA
4406,NA
4408,NA
4412,NA
4413,NA
4416,NA
4417,NA
4418,NA
4420,NA
4425,NA
4426,NA
4428,"0"
4429,NA
4431,NA
4432,NA
4433,NA
4434,NA
4435,NA
4438,NA
4440,NA
4441,NA
4442,"3"
4443,NA
4444,NA
4446,NA
4447,"6"
4449,NA
4450,NA
4451,NA
4452,NA
4453,NA
4454,NA
4455,NA
4457,NA
4459,NA
4462,NA
4467,NA
4468,NA
4471,NA
4472,NA
4474,NA
4476,NA
4478,NA
4479,NA
4484,NA
4485,NA
4487,NA
4488,NA
4489,NA
4490,NA
4493,NA
4498,NA
4502,NA
4507,NA
4508,"2194134868688896"
4510,NA
4513,NA
4515,NA
4516,NA
4520,NA
4522,NA
4524,NA
4526,NA
4527,NA
4528,NA
4529,NA
4530,NA
4531,NA
4532,NA
4533,NA
4534,NA
4536,NA
4540,NA
4542,NA
4544,NA
4545,NA
4547,NA
4549,NA
4550,NA
4551,NA
4552,NA
4553,"251"
4556,NA
4558,NA
4559,NA
4560,NA
4561,NA
4562,NA
4564,NA
4567,NA
4569,NA
4573,NA
4576,NA
4577,NA
4581,NA
4582,NA
4585,NA
4587,NA
4589,NA
4591,NA
4594,NA
4595,NA
4596,NA
4598,NA
4599,NA
4601,NA
4603,NA
4604,NA
4605,NA
4606,NA
4608,NA
4612,NA
4615,NA
4616,NA
4617,NA
4619,NA
4620,NA
4624,NA
4628,NA
4629,NA
4630,NA
4633,NA
4636,NA
4638,NA
4640,NA
4641,NA
4642,NA
4645,NA
4647,NA
