"","Id","Last"
"180",371,1.06966207650633e+22
"183",380,144
"186",383,5
"187",384,221
"188",385,12
"189",388,37
"190",389,7438887113266980
"191",390,1.00305885832161e+30
"192",391,1.53467465337229e+39
"194",396,6
"195",397,1
"196",398,3
"197",399,1
"199",402,1
"200",404,2.98704520004585e+22
"202",407,2
"204",411,80
"205",412,58
"206",413,2
"207",414,1
"209",417,5
"211",419,200682
"212",422,387475260
"213",423,1.29787887378765e+21
"214",424,5
"215",427,11146
"216",432,5
"218",435,172405570969
"219",440,23
"220",442,1
"221",445,2.97062224811766e+32
"222",446,132
"223",449,8
"225",452,1.21010756528385e+24
"226",453,6.77445055244242e+20
"228",456,4186526618878
"229",457,46663520
"231",460,7
"233",465,83
"234",468,2.667528888916e+19
"236",472,40619833705913216
"237",473,2
"238",474,210
"239",476,63
"241",480,2
"243",482,1
"245",485,16
"247",488,3.9608524127048e+23
"248",489,2
"249",491,1
"250",493,1
"251",495,1240221180953113600
"252",496,128
"255",500,173
"256",501,2
"257",504,1
"258",507,2
"259",508,115
"260",509,4
"261",512,1
"262",513,7
"263",514,1
"264",522,77572756670578160
"265",523,12
"267",527,7
"268",528,1
"270",530,1
"271",531,3
"272",532,1
"273",536,2
"274",537,2
"275",538,9
"276",539,3
"277",542,279
"278",543,171
"279",544,1
"281",547,62
"283",550,261395
"284",551,4
"285",552,1
"286",553,28092003808
"288",561,1
"289",562,1
"290",563,1
"292",565,1
"293",567,3.07490889471861e+25
"294",570,43
"295",573,1
"297",575,186900
"299",577,4
"300",580,14
"302",586,2.69437496735331e+26
"304",591,30923
"305",593,2
"306",594,7
"307",596,1
"308",599,31
"312",607,47
"313",613,19
"315",617,8.97339846665475e+56
"316",625,1.81543501726797e+24
"317",626,18
"321",636,354
"322",639,1
"323",640,71820
"324",642,5.72256962775347e+54
"326",648,1
"327",649,1605685421223
"329",652,2479272065
"330",654,1.35792369394334e+24
"331",656,1
"332",663,4.29210477536602e+29
"334",666,139
"335",668,1.39775074742381e+24
"336",670,8091
"337",672,13
"338",673,4.4766278622477e+28
"339",675,1
"340",676,2
"341",677,1050
"343",680,13720902
"344",681,1
"345",684,1.11516589496552e+22
"346",685,33575363
"348",688,1
"349",690,440677071050573824
"353",701,1
"359",711,68044010354111360
"360",712,1.6991329795973e+40
"361",715,8.46413396263048e+21
"363",717,520
"366",723,1
"367",724,17
"369",726,46
"370",727,-4.19501408884493e+27
"371",728,6356062
"372",736,31903442
"373",739,1
"374",740,1
"376",742,1
"380",749,509
"382",752,3
"383",753,77
"384",754,10746350269518344192
"385",755,9
"386",757,-3
"387",758,4
"388",760,10
"389",761,1
"390",762,41
"391",763,10
"392",765,1024
"393",767,3
"395",769,2
"396",772,1
"397",773,43
"398",774,5.9166445080772e+22
"399",778,1
"400",779,1
"402",782,278
"404",787,1
"406",791,2222
"407",795,30
"408",798,1
"409",799,6.41519354328033e+25
"410",800,1
"412",806,16
"416",814,1
"417",815,19609
"419",819,1996025849
"420",821,1
"423",835,1
"424",836,3
"425",837,2
"426",838,236
"427",839,1
"428",840,4
"429",841,5
"430",844,1.96516339722284e+25
"431",845,3.6658889377554e+22
"432",846,112000
"433",849,499
"434",851,3.9160351219594e+23
"435",852,686995833229612800
"436",855,1
"437",856,61834
"440",864,8
"441",866,9770128253650761728
"442",867,4
"445",871,3.18337021365771e+23
"446",872,1
"447",877,1
"449",879,181
"450",880,29
"453",887,1
"454",890,66449
"455",892,1168667343824
"458",898,190083
"459",900,-8.80853349675916e+33
"460",901,5
"461",902,1
"462",903,142
"467",913,7896672
"468",914,17
"469",915,6703
"471",918,27
"473",921,112
"474",922,750442
"475",925,3359
"476",927,1
"477",928,1
"478",929,27
"479",936,198
"481",941,3.15837026779086e+47
"482",942,1.74018537962128e+25
"483",943,1
"485",946,1
"486",947,5
"487",950,5247079889170767872
"488",952,4238593
"491",957,4
"493",961,12
"494",964,1
"498",985,1.40741388514568e+25
"499",986,178
"500",988,1
"501",991,18814310
"503",994,1063
"504",998,2.83903844662926e+20
"506",1001,1
"508",1004,11
"509",1005,1
"510",1006,9395
"511",1009,1
"512",1010,-1
"513",1011,19
"514",1013,10
"515",1014,11
"516",1017,390
"518",1019,63245986
"519",1020,3806404472713603
"520",1021,1
"521",1024,1
"523",1027,2411675443849
"524",1029,6.71980149866815e+30
"525",1030,28
"526",1031,3
"528",1034,1
"529",1035,81
"531",1040,1
"532",1041,2.79942336522685e+23
"534",1045,238
"535",1046,-7.25956053321666e+25
"537",1048,1.24472364038231e+27
"540",1057,159
"545",1081,6
"546",1084,3
"548",1087,4.06600835087262e+25
"549",1088,351226209
"552",1092,50989
"554",1094,-3387068917855066112
"556",1096,228810799
"557",1097,2879
"558",1099,19
"559",1104,2
"560",1106,445833
"563",1112,1
"564",1118,15516
"565",1119,814
"567",1122,3.80438303193613e+28
"568",1123,1
"569",1130,3.66299663432194e+29
"572",1134,66520
"573",1135,1
"576",1142,1102
"578",1145,1
"580",1153,4.71729088066687e+24
"581",1156,614
"582",1158,11
"584",1165,8
"587",1174,1
"588",1175,1
"591",1180,4882
"592",1184,78344953
"593",1188,10524
"596",1193,1
"597",1194,1
"598",1196,308913308209090
"599",1198,131
"600",1200,5734
"602",1202,36
"605",1206,107621277850861440
"606",1209,1.53502068186419e+23
"607",1213,3
"608",1216,23
"609",1221,2.10338403560373e+20
"614",1233,46
"615",1237,7.77666657567777e+41
"616",1239,3
"617",1240,11
"618",1242,1
"619",1243,39
"620",1245,1
"622",1247,2040278015
"624",1249,252
"626",1255,3
"627",1256,1.42489029171897e+24
"628",1261,1
"630",1266,1000110
"631",1267,6
"632",1268,1
"633",1269,256
"636",1277,1
"637",1281,125
"638",1284,4
"640",1286,4
"641",1287,1
"643",1296,1
"644",1297,1
"645",1298,1
"646",1299,1176
"648",1305,1
"649",1306,15693
"650",1308,15
"651",1311,1.60865359263654e+24
"652",1312,482608816
"653",1313,4256950094225408
"654",1314,2
"656",1324,1
"657",1326,22804
"658",1330,1
"659",1336,12
"660",1338,1
"661",1341,12
"662",1342,6
"663",1344,1.09898013941476e+40
"665",1346,1
"666",1347,172
"667",1348,3.21803824095666e+21
"668",1350,2
"669",1351,2.0399142343465e+23
"670",1353,8.48510725132818e+20
"671",1356,6
"672",1357,7.51988082516762e+31
"674",1363,1
"675",1371,2929
"676",1376,-115059668304
"677",1378,5
"678",1379,16
"682",1387,181199
"683",1389,5.21770681703453e+25
"684",1391,1.06560310360111e+27
"686",1393,1
"687",1396,7
"688",1399,1
"689",1400,1
"690",1403,1
"691",1404,7
"693",1407,3.22121065747833e+22
"695",1409,274
"696",1412,2
"697",1413,71
"698",1415,14216420560211868
"700",1417,1
"702",1421,5
"703",1422,7
"704",1425,1
"705",1426,1
"708",1433,6
"709",1435,1
"710",1437,5041
"712",1440,3314838364829153280
"713",1442,7
"714",1444,68
"715",1447,3
"716",1448,1
"717",1449,4
"721",1457,1
"722",1459,9.50805437737886e+22
"723",1460,-12
"727",1469,26183676933056
"728",1476,1
"729",1477,35
"730",1478,219596687717
"731",1479,4
"733",1487,9
"734",1489,14708332687
"735",1490,12
"736",1491,8
"738",1498,26
"740",1502,4437327060649931
"741",1503,11
"742",1509,4
"743",1510,6
"744",1511,1.49985953272901e+22
"745",1513,90
"746",1515,11080
"747",1523,961906681406
"748",1524,6
"749",1526,2
"750",1527,43
"752",1529,1
"753",1531,1
"754",1532,6.28822038934811e+23
"755",1537,1
"757",1540,1
"759",1543,250
"761",1546,106458578740
"762",1547,4444945756416
"764",1551,72
"765",1555,300
"768",1563,5462
"769",1564,3846
"772",1567,7
"773",1572,7
"775",1576,381
"776",1577,907
"777",1581,1.90409085693363e+26
"778",1584,33
"780",1587,4714751561
"781",1590,8174314
"783",1596,-28932
"785",1599,101
"786",1610,1011
"787",1614,1
"788",1615,5.70401548779042e+31
"789",1616,2.44716210103602e+28
"790",1618,-429994032154296
"791",1619,1
"792",1621,569
"796",1628,4
"798",1632,1
"799",1633,7
"801",1638,1.86225978424648e+24
"802",1643,1
"804",1646,1.87617350297573e+32
"805",1647,1
"806",1648,7
"807",1650,216
"809",1653,2045
"810",1654,1
"811",1655,8
"812",1657,1.5339674077429e+27
"813",1661,135
"815",1663,1.0102101022101e+47
"820",1675,7
"821",1677,147
"823",1680,806481967026628608
"824",1681,1
"825",1684,4
"828",1687,20
"829",1688,1
"830",1692,204
"831",1696,360
"832",1697,1.02345555566667e+21
"833",1698,4
"834",1699,278
"835",1700,1
"836",1701,8690
"838",1705,1
"841",1709,1
"842",1710,79356
"844",1714,120
"845",1716,3
"846",1717,1
"847",1720,3
"848",1721,185676571
"849",1722,1
"850",1723,9
"851",1727,1.95435166926863e+36
"852",1729,1
"853",1730,1
"854",1731,1.11601070145562e+28
"855",1734,1.110101101111e+26
"856",1737,55
"857",1740,702889
"859",1742,4
"860",1743,5
"861",1744,1
"862",1747,5
"863",1749,99424708
"865",1753,248
"866",1755,1
"867",1756,138
"871",1761,5
"872",1762,4
"873",1765,1.98691886738284e+25
"874",1769,4318594
"875",1770,457040
"877",1777,1.17849324069922e+38
"878",1779,63
"879",1781,4.37825148963391e+47
"881",1784,233762307
"882",1787,4624
"883",1790,68
"886",1795,1
"887",1796,1
"888",1798,20
"889",1799,1
"890",1800,6
"891",1804,5
"892",1805,90
"893",1806,127
"894",1808,1
"895",1810,1
"897",1815,12173
"898",1818,5
"899",1820,3.27176335672763e+22
"900",1821,1206
"901",1822,457
"902",1824,131
"903",1827,216
"904",1828,2.4890008660588e+21
"905",1829,1
"906",1832,3
"908",1835,1
"909",1839,10310698
"911",1842,1
"912",1844,92
"914",1850,26064468146691563520
"916",1855,713886955
"917",1856,1
"918",1858,7
"919",1859,5
"921",1862,5
"924",1868,1
"927",1875,1
"928",1876,6
"929",1877,1
"930",1880,11
"931",1882,4490
"932",1883,12
"933",1884,135252557463
"936",1888,549755813888
"937",1891,5
"939",1897,1
"940",1901,1
"941",1903,4
"943",1905,1
"944",1906,666
"945",1909,113
"946",1913,8.43418264586532e+31
"947",1918,1
"948",1920,1
"949",1921,481
"950",1923,9.7457449322482e+27
"951",1925,1.99870311370699e+25
"952",1928,120
"953",1933,38011151426301640
"955",1942,1525668547188090
"956",1945,7
"958",1951,3
"961",1956,1
"962",1958,1
"965",1965,153
"967",1974,1
"969",1979,1
"972",1985,103
"973",1986,8.15096021607625e+20
"974",1987,2
"975",1990,4
"976",1992,381937182681
"977",1995,1
"978",1996,4075679949796737024
"979",1998,3.42936430909319e+23
"980",2001,632174377401819648
"981",2002,2.30827823816914e+20
"982",2003,131
"984",2005,186055410457
"985",2007,62494
"986",2009,1.16030780228819e+24
"987",2010,1
"988",2015,1023950149577547
"989",2016,2.51084069415467e+58
"991",2019,17820
"992",2026,3
"993",2027,6
"994",2029,-6.17023608856768e+23
"995",2031,1
"996",2033,8.13279690690625e+21
"998",2038,125
"999",2039,5
"1000",2041,2.98838451363858e+22
"1001",2042,1
"1002",2045,1963
"1003",2049,5
"1004",2050,2.88928853931085e+23
"1005",2051,3
"1006",2052,1
"1008",2054,4.53424464356403e+22
"1011",2061,1
"1012",2062,10
"1013",2064,12
"1014",2068,23
"1015",2069,51877909373
"1016",2071,179
"1018",2075,1.23972751506685e+29
"1019",2079,1
"1020",2082,2
"1021",2084,9762007250655874
"1022",2085,1
"1023",2087,5.8729529886611e+22
"1025",2090,31950745
"1026",2091,1
"1028",2094,12
"1030",2099,624
"1031",2100,15
"1032",2101,418131
"1034",2106,1.67919620604132e+41
"1036",2109,1
"1037",2110,1
"1040",2115,3
"1041",2118,1
"1042",2119,1
"1044",2122,1
"1046",2126,138
"1047",2128,-3
"1049",2130,7
"1051",2135,3
"1052",2140,2
"1053",2141,115
"1054",2142,1
"1055",2145,2.35682549037001e+23
"1057",2151,3
"1058",2152,1.12760357158443e+31
"1059",2154,22633867
"1060",2156,1.65909801865196e+31
"1061",2158,2
"1062",2159,27133109124370440192
"1063",2166,1
"1064",2167,1766
"1065",2170,56
"1066",2172,2062
"1067",2173,1.7654143721445e+20
"1068",2175,1
"1070",2183,1.58720497823149e+31
"1072",2186,4
"1073",2187,29
"1074",2188,2
"1077",2193,1
"1078",2194,10
"1079",2195,6.40370838496427e+23
"1080",2196,3
"1082",2200,1
"1083",2202,1
"1085",2206,13
"1086",2209,2
"1087",2210,1
"1088",2212,4
"1089",2213,1
"1090",2216,864
"1091",2218,62611
"1092",2219,2
"1093",2222,1
"1094",2223,2
"1095",2226,727
"1096",2232,212
"1097",2236,2620321725
"1098",2238,1
"1099",2240,1.04857597567098e+26
"1100",2243,101
"1101",2245,1
"1102",2247,37
"1103",2248,4
"1104",2249,102
"1105",2253,211
"1106",2254,1
"1107",2258,19
"1108",2261,8
"1109",2262,2
"1110",2263,41
"1111",2264,1
"1114",2274,51433
"1115",2275,1
"1116",2279,198494931305361440
"1117",2281,1
"1118",2282,3
"1119",2284,5
"1120",2285,1.15676692622427e+23
"1121",2286,1
"1122",2287,1
"1123",2288,-5.08396716840187e+22
"1124",2289,4.48472930404766e+24
"1125",2291,204214
"1126",2294,182
"1127",2297,8
"1128",2299,51
"1129",2301,1
"1130",2302,6
"1131",2304,-5.32890708866684e+27
"1132",2307,915294166360
"1133",2308,1
"1134",2314,1
"1135",2315,68419
"1136",2317,64
"1137",2320,178317368009545632
"1138",2322,405751326441
"1139",2326,3
"1140",2327,-1.28882214016302e+26
"1141",2330,13
"1143",2338,85
"1144",2339,1
"1145",2342,363
"1146",2343,63693
"1147",2344,754758
"1148",2346,283
"1149",2347,1
"1150",2350,1
"1151",2351,2
"1152",2352,200560490131
"1153",2353,3
"1154",2355,157520231
"1155",2359,67
"1156",2363,30
"1157",2364,806
"1158",2365,1
"1160",2371,5
"1161",2372,1
"1163",2374,2
"1164",2376,539
"1165",2377,1
"1166",2381,1
"1167",2382,16165
"1169",2384,30
"1170",2386,1
"1173",2391,32
"1174",2393,7
"1177",2401,2
"1178",2402,15
"1179",2404,1
"1180",2405,11
"1181",2409,11195742340
"1183",2415,7.11719711727712e+23
"1185",2417,6746403358777472
"1186",2422,5
"1187",2426,10
"1189",2428,42
"1190",2429,1
"1191",2430,11
"1192",2431,4.43433243323221e+30
"1193",2432,4
"1194",2433,1
"1195",2434,48
"1196",2436,1
"1200",2453,5954344678
"1201",2454,1
"1202",2456,45
"1203",2458,4
"1205",2465,562
"1206",2466,-798
"1207",2468,1
"1208",2469,1.25503607698203e+20
"1209",2470,9
"1210",2471,5
"1211",2472,34
"1212",2473,10
"1213",2475,1
"1214",2476,3490906
"1216",2478,30
"1217",2480,7.7777755779996e+19
"1219",2482,1.03444638779856e+22
"1220",2483,46
"1221",2484,2
"1225",2491,6
"1226",2492,673580977897229440
"1227",2493,12
"1228",2496,4888
"1229",2499,818
"1231",2501,33
"1234",2508,10947
"1235",2509,3
"1237",2512,3
"1238",2513,3
"1241",2519,24
"1242",2522,2965817
"1243",2523,16
"1244",2524,-2.78935989659269e+23
"1245",2526,1.21976048763584e+54
"1247",2531,1
"1248",2532,4
"1250",2538,8
"1253",2543,1
"1254",2544,6
"1255",2545,1
"1256",2546,1
"1257",2548,2.0511822063783e+68
"1258",2549,4
"1261",2558,225
"1262",2559,3
"1263",2560,2956
"1264",2561,4
"1265",2563,1
"1268",2568,1
"1270",2573,75
"1271",2574,6
"1272",2575,117
"1273",2580,19
"1274",2581,2
"1276",2590,86
"1278",2593,2.73112672967639e+23
"1279",2595,1
"1283",2602,1008001
"1284",2605,59
"1285",2608,271
"1286",2609,1.00803788047334e+21
"1287",2611,11330437552124766208
"1288",2612,24
"1290",2617,5.30341605077553e+33
"1291",2619,6
"1292",2620,15
"1295",2623,190899322
"1296",2625,1
"1297",2626,6.39485741422665e+24
"1300",2631,52819768718
"1301",2632,6.07660320762723e+22
"1302",2634,1.27758636861408e+35
"1303",2636,1
"1304",2641,5.09044558961067e+20
"1305",2642,1
"1306",2643,1
"1307",2644,186
"1308",2645,1.16897134631946e+24
"1309",2646,999999916
"1310",2647,1.05935950654582e+36
"1311",2649,1
"1312",2650,6
"1315",2654,1.05638825013695e+30
"1316",2657,1
"1317",2658,1
"1318",2663,1
"1319",2664,1
"1321",2666,1
"1322",2670,127
"1323",2671,1
"1324",2672,7
"1325",2673,4.85585291444354e+37
"1327",2678,4
"1329",2680,-1.36594532617371e+23
"1332",2686,273
"1333",2687,379
"1334",2689,676787534033952128
"1335",2691,20
"1337",2697,1
"1338",2698,5
"1340",2700,2
"1343",2708,1834382994911
"1345",2711,2
"1346",2714,3
"1347",2715,1
"1348",2716,123
"1350",2722,1
"1351",2724,216854151856
"1353",2727,32
"1355",2731,-3994777939147
"1356",2732,40182
"1357",2734,55385589
"1358",2736,2
"1359",2738,1
"1360",2740,4
"1361",2742,-2
"1362",2743,73
"1363",2745,1185896732946841
"1364",2746,1
"1365",2747,13
"1367",2751,39091273234425216
"1369",2755,992498747
"1370",2756,35368204519
"1371",2757,2.9391746801207e+19
"1372",2759,1
"1374",2762,2269934128955578880
"1375",2763,1
"1377",2766,-9
"1380",2773,5
"1381",2776,6
"1382",2777,262
"1384",2779,176
"1385",2781,1683
"1387",2786,4
"1389",2791,285
"1391",2794,1
"1392",2795,9
"1393",2796,-9.8622648382813e+27
"1394",2799,4
"1396",2802,1
"1398",2804,2
"1399",2805,1.26314830357375e+38
"1402",2811,120
"1403",2812,12
"1404",2815,5651
"1405",2817,1
"1406",2818,29
"1407",2819,2
"1408",2821,1
"1409",2825,1
"1410",2827,3
"1411",2828,3.10275385968583e+27
"1413",2834,61
"1415",2838,4
"1416",2839,18
"1417",2840,1
"1418",2842,3.24444287950153e+23
"1419",2846,51968225012441219072
"1422",2854,560
"1423",2859,71
"1424",2860,70
"1425",2861,57579347
"1426",2862,270
"1427",2864,2248
"1428",2865,1
"1429",2869,1
"1430",2873,3173335199475126272
"1431",2874,2
"1432",2878,4
"1433",2880,2700616002945121280
"1434",2881,1
"1435",2882,1.39493669599391e+24
"1436",2883,4
"1438",2885,7
"1440",2889,4
"1443",2894,-2.71510219297772e+27
"1445",2898,3134896
"1446",2899,4
"1448",2901,4
"1449",2905,6601
"1450",2910,1
"1451",2912,343
"1453",2915,10712
"1457",2922,2
"1458",2924,12
"1460",2926,27884784653
"1461",2927,-9.80091695317934e+20
"1465",2941,5.06472644816123e+34
"1466",2943,1
"1467",2945,17
"1468",2946,96
"1470",2948,7648
"1471",2949,140
"1472",2953,41531687999736
"1473",2954,36593905375
"1474",2957,2
"1475",2958,1
"1476",2960,1
"1477",2961,1
"1478",2968,22
"1479",2971,1
"1482",2977,1
"1483",2978,4
"1484",2979,1
"1488",2987,3
"1489",2988,1
"1490",2990,1
"1491",2993,15823
"1493",2999,484376036
"1494",3001,1.60270186886989e+22
"1495",3002,119
"1497",3007,194876
"1499",3012,7.33015800660123e+33
"1500",3013,1
"1501",3015,60
"1502",3017,-962
"1503",3019,1925306299472874240
"1504",3020,8.8417619937397e+30
"1507",3035,1
"1508",3036,22
"1509",3038,82
"1512",3044,5
"1513",3045,1
"1514",3046,1
"1515",3050,193
"1517",3052,1368
"1518",3056,24
"1519",3058,74871225959119904
"1521",3063,1.11007294096168e+41
"1522",3065,1
"1523",3066,1
"1524",3067,5
"1525",3070,1
"1528",3077,10771936
"1529",3081,211
"1530",3082,1
"1531",3085,4
"1532",3086,5
"1536",3096,-6580
"1537",3097,1
"1538",3098,1
"1539",3099,286030234
"1540",3101,908139583497205248
"1541",3103,1
"1542",3104,2.59214749138466e+23
"1543",3109,9
"1544",3110,3.39945532169833e+29
"1545",3111,-3.17841569049883e+23
"1547",3115,4
"1548",3117,9.61620162020002e+30
"1549",3118,1
"1550",3119,120
"1551",3120,1517785894663
"1552",3121,1
"1554",3130,1
"1555",3131,1.63673019369157e+22
"1556",3132,4
"1557",3133,2
"1558",3136,5
"1559",3139,2
"1560",3140,576
"1562",3149,1
"1563",3150,3
"1564",3153,3967
"1565",3154,44166281710730428416
"1570",3163,3
"1571",3166,10
"1572",3167,3
"1573",3169,1.22567978020756e+21
"1576",3179,2
"1577",3180,2982752019194624
"1578",3181,1
"1579",3183,1
"1580",3184,1
"1581",3187,42
"1583",3189,5595286600487
"1585",3197,5
"1586",3198,1229
"1588",3200,210
"1589",3201,64321
"1590",3202,2
"1591",3206,1
"1592",3208,63418666
"1593",3209,1
"1596",3214,4
"1598",3220,3.55393490465495e+20
"1599",3222,1
"1601",3224,-3.2271291674825e+29
"1602",3226,5
"1603",3228,5625828177544624128
"1605",3231,1
"1607",3234,31
"1608",3236,1
"1609",3237,1
"1610",3238,1680
"1614",3245,14477789385971
"1615",3246,11
"1616",3247,1
"1620",3252,1
"1622",3257,1
"1624",3261,17396
"1625",3264,16
"1627",3272,4
"1629",3276,140
"1631",3290,3
"1632",3293,1
"1633",3296,26
"1634",3297,1
"1636",3299,2.2436458565e+36
"1637",3302,42609994
"1638",3303,1
"1641",3306,1098062
"1643",3308,2.72469466168064e+21
"1644",3309,3
"1645",3311,1.18957836320656e+22
"1646",3313,3
"1647",3314,5.05532753090986e+26
"1648",3316,9
"1649",3319,1.15433123121107e+22
"1650",3323,5.88339578944125e+40
"1651",3324,21
"1652",3325,701085962338
"1653",3326,1
"1654",3328,2
"1657",3335,11
"1660",3343,299
"1662",3346,1
"1663",3347,3
"1664",3351,578799
"1666",3354,1489
"1668",3359,30491314
"1669",3366,6522400446510
"1671",3372,164634913
"1672",3376,1
"1673",3377,97
"1674",3378,1
"1675",3381,3
"1679",3387,1
"1682",3391,15
"1683",3393,2
"1684",3394,-1
"1685",3395,5.75598315149215e+47
"1687",3400,1
"1688",3403,1.02057218155975e+20
"1689",3405,1
"1691",3408,173
"1692",3409,-3094588651726491136
"1693",3411,749
"1694",3416,1
"1695",3419,7
"1696",3420,1
"1698",3424,5
"1699",3426,1.2290968604314e+25
"1700",3429,187
"1701",3431,1
"1702",3432,43
"1703",3433,393
"1704",3434,5
"1705",3436,158108
"1706",3439,83
"1707",3442,1
"1708",3445,1.53221179397175e+28
"1709",3446,15
"1710",3447,3
"1711",3449,1
"1712",3452,1.41419383415391e+23
"1713",3460,11666904209
"1714",3463,2622094
"1716",3466,362880
"1717",3467,20
"1719",3474,25
"1722",3477,199601605760283712
"1723",3478,3.4173066616707e+31
"1724",3480,1
"1727",3485,12853212
"1728",3486,-92
"1729",3487,-1.3064643373763e+23
"1730",3488,4
"1731",3489,956004106
"1732",3491,4
"1733",3492,1
"1735",3497,9.20212223242526e+68
"1736",3498,10
"1737",3505,431
"1738",3507,1
"1742",3514,2
"1743",3517,6.15540073408534e+29
"1744",3518,2769
"1747",3524,7.86148373230451e+37
"1748",3525,6
"1749",3526,3
"1750",3527,24
"1751",3528,3
"1752",3529,1
"1753",3531,3
"1754",3535,1
"1755",3536,3
"1757",3540,47
"1758",3543,7
"1759",3545,1.86476095028862e+22
"1760",3546,1
"1761",3549,31
"1762",3550,7.85731447747523e+23
"1763",3551,4
"1764",3553,7
"1765",3557,467
"1766",3558,3
"1767",3561,1006357961
"1768",3562,1
"1769",3564,3
"1770",3568,4
"1771",3570,18
"1772",3571,1
"1773",3577,18432
"1774",3584,1
"1775",3588,5
"1776",3591,3.29669646111138e+31
"1777",3592,1
"1778",3593,28467
"1779",3595,4983598
"1780",3596,34358782625877
"1782",3601,68
"1783",3602,183
"1784",3603,60
"1785",3605,1
"1787",3608,2
"1788",3609,1
"1789",3610,18864637756509
"1790",3611,1267510
"1792",3615,169
"1793",3617,443
"1794",3618,1
"1795",3619,2.66450901844491e+22
"1796",3621,1
"1797",3622,4
"1798",3623,7
"1799",3624,3366993583614376
"1800",3626,3
"1801",3627,34462613
"1802",3630,505445448363382016
"1803",3631,24
"1804",3633,5
"1805",3636,3
"1806",3637,1
"1807",3639,381
"1808",3641,1
"1809",3642,-3370722
"1812",3651,-1
"1813",3654,5
"1815",3658,1.1101084161629e+19
"1816",3659,6
"1817",3663,132
"1818",3664,5228055825
"1819",3665,1
"1820",3666,10356370455
"1822",3668,4
"1824",3671,309
"1825",3674,5
"1826",3675,3
"1828",3679,3578046354832232
"1829",3680,1
"1830",3681,1.05501131969248e+38
"1831",3682,2
"1832",3683,2
"1833",3686,664828879659318272
"1834",3688,1
"1837",3693,77493
"1839",3695,3
"1840",3697,319
"1841",3698,3.61011641675653e+45
"1843",3701,1
"1847",3707,158
"1849",3709,2
"1850",3711,486
"1853",3716,111212111213111216
"1857",3722,16
"1858",3727,1
"1859",3729,1.78302438320459e+22
"1860",3734,1368399065738769152
"1861",3735,1.35022265611557e+23
"1863",3739,3
"1864",3742,11
"1865",3745,2137
"1866",3746,5363
"1867",3747,1.26767477957479e+30
"1868",3748,126
"1869",3749,266826388784008640
"1871",3753,213732
"1872",3754,2
"1873",3755,-4.10981147304094e+22
"1877",3760,1
"1878",3762,2.43855987384008e+23
"1879",3763,2
"1881",3765,818493317687328768
"1883",3771,6
"1885",3774,7
"1886",3779,45
"1888",3782,10501
"1889",3783,17
"1890",3784,62044840173323943936
"1891",3788,1
"1893",3790,48
"1894",3791,1
"1895",3792,-595137848153
"1896",3795,2.52714339426507e+23
"1897",3797,2
"1899",3803,5
"1900",3806,27984
"1901",3813,5
"1903",3821,22835
"1904",3824,1.94981441729151e+26
"1905",3825,24
"1906",3829,100
"1907",3831,1
"1909",3833,26
"1910",3834,1
"1911",3835,1
"1914",3845,1
"1916",3847,3768322
"1917",3848,1.91919191919192e+37
"1919",3853,1
"1920",3855,1
