"","Id","Last"
"9405",18920,128
"9418",18948,16864199
"9435",18980,96387848642218080
"9437",18986,1
"9441",18994,49999999999999
"9446",19004,450283905890997312
"9462",19042,1383
"9470",19057,136374626216312832
"9525",19188,89
"9528",19191,5850537
"9549",19229,1575494912
"9570",19268,2
"9618",19365,80
"9625",19377,5312
"9631",19388,17
"9680",19475,122088
"9688",19490,555
"9693",19501,128
"9709",19540,11779231650
"9717",19554,20031168
"9719",19558,7
"9740",19603,4
"9760",19642,946583628
"9765",19655,-16384
"9815",19749,75166101
"9827",19770,441
"9841",19799,325
"9852",19823,505447028628433920
"9861",19843,155867104
"9877",19875,2326683921
"9896",19914,15980133715657680896
"9913",19948,1.45896551956757e+22
"9920",19965,715794960
"9929",19988,1139545
"9935",20002,1
"9948",20026,213752
"9976",20083,6.37182938321989e+22
"9980",20093,113655
"9982",20095,117
"9995",20124,62647135102634312
"10000",20135,29740835
"10010",20152,2378380
"10014",20156,2984520
"10021",20171,2806
"10029",20183,1556280
"10044",20215,2998
"10068",20256,1
"10088",20302,4632767
"10096",20318,186826162710
"10104",20333,1406
"10114",20349,1
"10123",20371,17
"10124",20374,389337236836785728
"10138",20402,32128477051
"10142",20410,4
"10153",20434,145935764
"10165",20452,4
"10169",20462,1.48272039e+22
"10172",20472,608000
"10174",20475,1
"10175",20477,12320080
"10176",20486,323210752
"10189",20505,567876
"10200",20535,13777271
"10203",20542,3.2731585304523e+20
"10216",20574,1
"10240",20624,303361976844
"10247",20639,7887
"10274",20699,2
"10280",20711,596044152832
"10292",20730,824552020795488512
"10295",20733,4395730089428
"10300",20746,442133759688659264
"10312",20767,1
"10336",20806,3584
"10339",20816,165580121
"10395",20919,577015
"10397",20923,7635
"10414",20953,166118284299
"10423",20980,132321
"10424",20981,94549616
"10439",21009,6240321451
"10449",21033,77830324
"10452",21039,-3145728
"10461",21060,351
"10468",21074,486762720
"10478",21099,9.25563052021109e+21
"10482",21108,78
"10503",21149,59606465656374
"10524",21187,1330946491770725
"10572",21301,73681573690
"10584",21327,2714751839488
"10591",21346,34617094
"10602",21373,433
"10614",21404,4614387138404400
"10628",21425,2
"10654",21478,80
"10655",21480,1310492
"10670",21498,9560379221821
"10686",21540,4194298
"10714",21598,2
"10716",21603,1942
"10731",21634,55597396774
"10739",21648,2120898195
"10745",21657,3
"10755",21680,2.03792414696142e+24
"10774",21718,74
"10786",21742,75
"10797",21772,1007
"10812",21803,432
"10848",21875,117348
"10852",21882,9
"10855",21891,12579897
"10880",21943,19404
"10890",21976,238212323
"10900",21995,5928
"10907",22012,104413532288
"10953",22087,1392152131
"10955",22089,23534
"10975",22128,108984795194
"10985",22147,7835671
"11012",22202,5749658
"11027",22228,9
"11040",22250,40737797125
"11055",22280,9162596897
"11059",22285,9290504
"11066",22299,505447028499162688
"11067",22300,50972
"11073",22318,66993750
"11083",22348,1126849435241370112
"11091",22369,3
"11105",22391,265
"11106",22395,1019069529
"11113",22411,8.92674698027398e+21
"11129",22454,2097024
"11131",22458,68720786713
"11138",22472,3912537573
"11150",22499,3.88543302972306e+22
"11162",22520,1679580
"11165",22533,1490778208598185
"11173",22548,14791712
"11177",22556,307846746
"11186",22574,795679012345679104
"11206",22619,119217430081
"11212",22628,217303882
"11224",22647,155533156747557056
"11233",22675,1.49023624405298e+23
"11241",22688,8
"11264",22736,1.93152299426992e+22
"11287",22784,1.14985511887049e+20
"11296",22794,44
"11302",22805,1593730016014072
"11320",22857,1995
"11339",22905,1500660
"11342",22908,283
"11363",22947,3348900
"11378",22971,1026829680
"11383",22983,8
"11389",22992,110
"11394",22998,904761
"11404",23025,3438
"11406",23029,2362
"11417",23048,140
"11430",23067,83
"11450",23113,1.34354235803896e+22
"11458",23128,16965483731603537920
"11463",23134,7
"11464",23137,1366
"11503",23220,165605867248465
"11514",23243,1170726484
"11535",23297,1163969536
"11542",23309,15547105441480736
"11552",23334,1.0731979243093e+21
"11556",23340,23036
"11582",23391,182134837
"11593",23416,11708712296632008
"11594",23417,1532
"11597",23424,3
"11626",23475,190669317026
"11639",23496,755991600
"11645",23505,31
"11679",23577,168856464709124000
"11681",23579,2
"11685",23588,639268
"11688",23591,409
"11689",23597,92736
"11694",23605,9.68575477600098e+20
"11696",23611,93
"11723",23659,158
"11739",23695,3539
"11741",23697,729
"11746",23708,1.42731723758708e+23
"11753",23717,3623312
"11771",23744,9500
"11772",23745,387420488
"11773",23746,-4216107
"11775",23758,7
"11777",23762,54876108848
"11805",23829,8
"11859",23952,159
"11887",24022,9800
"11902",24046,2322
"11976",24212,88670846936
"11999",24250,-1
"12000",24252,4
"12072",24401,10517940982590377984
"12077",24408,58
"12079",24410,34
"12091",24432,20736
"12101",24456,6084438699
"12109",24472,21051
"12141",24540,2805
"12149",24564,3245764578377714
"12162",24602,255
"12181",24636,8
"12182",24637,66653530570
"12186",24642,2070
"12187",24645,7
"12194",24655,-73743457866962
"12213",24702,186
"12232",24743,224
"12243",24771,1246761572
"12275",24829,1107261
"12304",24877,915
"12308",24883,1
"12316",24898,1
"12324",24912,134727
"12329",24918,14668209
"12375",25019,155
"12390",25046,448
"12393",25049,5
"12409",25084,494615964
"12420",25105,1277
"12432",25127,5126
"12453",25178,35798216297861332992
"12473",25214,119
"12474",25215,2601899
"12488",25250,1062185336381961
"12495",25264,6.66666666665333e+23
"12499",25274,216579008522089664
"12504",25284,35301
"12521",25310,3.88543302972306e+22
"12527",25320,215
"12529",25323,1182643181
"12548",25370,665570645617475584
"12555",25390,10603971469191
"12557",25394,8448
"12566",25410,28280
"12572",25435,7006302246093750272
"12578",25446,3488255709422
"12582",25454,522562323
"12596",25479,112
"12602",25494,15980133715657680896
"12608",25504,2562890625
"12610",25514,1
"12614",25521,372064319188
"12623",25538,10458075
"12665",25634,11277860
"12684",25663,198
"12691",25677,43912648
"12716",25715,6.56743639184637e+23
"12717",25716,328491255819
"12726",25730,291
"12752",25769,74
"12772",25803,372
"12788",25831,41974310
"12794",25844,73
"12795",25847,72552
"12809",25872,811697025
"12820",25895,3884
"12835",25920,837393701
"12844",25938,3.88543302972306e+22
"12853",25953,8657
"12855",25961,1111380188041
"12862",25977,15980133715657680896
"12872",26003,4741795442
"12876",26009,91
"12886",26028,2568
"12889",26035,134890
"12899",26051,21846320
"12906",26068,1109978675532
"12908",26073,51554524767547248
"12926",26106,1
"12935",26125,15
"12944",26156,9
"12947",26159,99
"12967",26199,201564237751
"12980",26225,15961716918
"13009",26279,46544107
"13013",26290,1390
"13038",26338,1801
"13044",26351,63245985
"13047",26355,8272908
"13048",26356,21
"13053",26366,31622980
"13054",26369,11920928955078124
"13096",26450,138224905323
"13100",26456,492217600
"13102",26474,67496592284
"13122",26506,20
"13128",26518,311131443554114560
"13131",26523,70
"13134",26528,143
"13155",26569,8
"13166",26593,355424011046747264
"13194",26648,41020
"13204",26667,84
"13209",26677,19683000
"13211",26680,927478
"13227",26709,1
"13236",26736,1.48272039e+22
"13246",26757,9.25563052021109e+21
"13251",26763,15659785467455304
"13255",26767,8836
"13261",26775,20214480
"13265",26785,62042250575063
"13274",26802,16
"13328",26897,49949222
"13334",26903,58811818210
"13348",26921,4502207934
"13359",26945,134
"13377",26980,314100513
"13379",26984,-419429
"13425",27074,1527399008551405
"13437",27094,9386756237545988
"13443",27105,2618880
"13445",27111,69511244709280448512
"13446",27115,129
"13450",27122,16
"13461",27157,5
"13490",27215,16944049179226
"13503",27240,6
"13520",27269,423058856522179712
"13522",27271,3981168680133818
"13566",27357,6510
"13572",27369,1878
"13576",27376,668652182274248704
"13579",27384,3572
"13597",27420,8145918055
"13601",27427,29695352
"13618",27449,220344082704460640
"13619",27451,5.5961983601e+18
"13627",27478,11864877355729
"13633",27487,155867104
"13634",27489,-1
"13637",27493,27131904192124
"13647",27508,2
"13675",27565,21040862696281
"13676",27569,821
"13683",27578,505447028499293760
"13697",27603,326940373369
"13702",27618,198105727
"13725",27664,2.62127985893788e+23
"13765",27739,1.1e+23
"13780",27775,1391
"13788",27791,35597998
"13796",27811,3.88543302972306e+22
"13800",27821,1
"13801",27824,149102333944
"13803",27830,501
"13804",27833,11856808685922848
"13810",27841,44840334375
"13811",27842,44
"13822",27859,2421
"13826",27864,5345344
"13827",27867,492768590388029312
"13829",27869,6
"13832",27878,29
"13857",27921,823050752
"13859",27923,1256673
"13876",27961,5
"13906",28005,192478164006
"13907",28007,840730
"13923",28031,21
"13953",28087,89247
"13963",28108,10186
"13967",28119,7
"13969",28127,1
"13978",28147,1448244
"13982",28159,9
"13997",28187,105
"14002",28194,3000
"14004",28199,51523614927176687616
"14010",28217,46
"14012",28224,907809224054
"14019",28238,172
"14021",28240,180062866
"14026",28250,1900651
"14048",28298,383142771674
"14053",28304,-4096
"14056",28307,53
"14060",28314,6324200785
"14065",28327,80775900
"14071",28336,5452767
"14072",28337,245
"14083",28359,1127777777
"14091",28372,13022357800350024
"14094",28378,2
"14099",28393,98
"14137",28500,6
"14162",28534,36556619512
"14166",28544,81136812032
"14171",28555,8
"14174",28564,254
"14185",28584,120789085
"14200",28611,1
"14206",28623,69595384
"14212",28636,25363747
"14222",28655,145071
"14224",28664,4.69374016882388e+23
"14227",28673,31
"14236",28688,152
"14240",28697,1
"14254",28722,8.92674698027398e+21
"14268",28747,18
"14275",28772,1036070
"14298",28814,1580162088960
"14305",28825,-1
"14315",28842,1068239616
"14333",28871,2921432
"14341",28884,74651760
"14376",28953,623094791644755
"14377",28954,2542167220986
"14401",28999,23058430105021841408
"14408",29009,144867527905855104
"14414",29017,157797332
"14415",29020,1237336554429554432
"14421",29037,22052
"14422",29038,466091728979229312
"14426",29043,1
"14432",29052,2015
"14449",29087,2145
"14452",29092,93860
"14475",29131,7174671
"14477",29135,1
"14484",29150,276
"14495",29176,139
"14499",29182,1
"14515",29218,583
"14519",29224,133333333333333328
"14534",29259,146884
"14535",29265,535
"14553",29305,64
"14570",29329,6522041823044762
"14573",29333,83711795208201600
"14591",29361,201812
"14595",29368,107
"14596",29371,2
"14605",29393,19
"14629",29448,404
"14639",29471,2246792
"14640",29472,4
"14661",29508,1104
"14682",29565,112925557953
"14693",29591,28
"14695",29594,86
