"Id","Last"
146424,3.51829430966702e+23
146570,484012710281099008
146833,500000034359738368
146870,14313982718072
146980,232741918319147328
147042,2333521433367183360
147402,2.06168532196767e+20
147772,6.31152394264439e+21
148519,6.31152394264439e+21
148651,6
149028,3438002999049322496
149320,98349742325
149371,1.0425509973802e+23
149536,10363822652383176
149801,3026807447332
149921,203080369893126
150205,3.51829430966702e+23
150542,3729345169441
150604,279086797488636256
151104,192900153619
151368,4174738864561
151636,5771740692453437
151666,702322407981801
151875,42120585708274480
151889,19599665578316398592
151949,8
151999,3853679344638685
152120,2139295485799
152208,3.44064e+19
153344,1103281758201710080
153965,6.73143043784667e+20
154057,16608466017870644
155306,144115188076380160
155448,55227768100832
155925,1.74176931698902e+21
157283,1.74176931698902e+21
157787,14191049172419891200
158096,1.0425509973802e+23
158484,1.74176931698902e+21
159080,2613814880038
159802,2.02824096036517e+31
159959,21107058088640500
160074,20000273725560976
160339,9725506567
160429,3.51829430966702e+23
161005,6.7550364359113e+22
161030,306765478498163520
161226,19771465643812454400
161407,261227779725129728
161641,3.89595234836746e+22
161806,6.31152394264439e+21
162467,3.51829430966702e+23
162512,233528957822051
162559,4611686017353646080
162602,-153562473183890
163456,1147109554861899776
163555,505447045679162944
163720,1.4310188928884e+20
163760,6.31152394264439e+21
163928,3.44064e+19
164217,6.53953718954379e+28
164279,250523485634558
164444,2470433131948079
164996,1.74176931698902e+21
165622,5.27971447506833e+21
166021,7121453984059539456
166038,2.751463424e+22
166238,5.27971447506833e+21
166943,7.36913065735778e+22
167031,46801248083088248
167061,5.25893003079215e+20
167067,1.4310188928884e+20
167107,6736308255261456
167451,23725150497407
167461,1
167491,3313935758136902
167730,153558654482644992
167883,5168247530884
168889,3.44064e+19
169105,3.44064e+19
169457,3.89595234836746e+22
169642,5.27971447506833e+21
169952,1.4310188928884e+20
170412,3147359850496
170721,60899169248238200
171144,3.76313579103675e+21
172092,5095134537254105
172654,121753753094617
173158,12092057138720184
173743,6374752671761
174903,89464772757004
174937,2046573816377475
175403,10745758687233
175953,7121453984059539456
176210,165580141
176499,2.751463424e+22
176738,139583862445
177069,2.751463424e+22
177193,2.751463424e+22
177236,29197292982298312
177342,2288772223856
177654,131621703842267136
178055,1.0425509973802e+23
178069,1.0425509973802e+23
178614,1023286908188738
178754,3288917665457
178761,5.07060240091292e+30
179079,7639424778862805
179101,4e+17
179238,1622714500806867
179466,21018866592361
179790,181664690387664928
179947,165580140
180195,6.31152394264439e+21
180365,95882625224
180574,2811186681954304
180645,2333521433367183360
180783,52205852193
181394,666549376289097984
181522,23416728348467688
182367,490992800745259008
182420,1.0425509973802e+23
182756,1.24670475147759e+24
182825,6
183381,87837935936264752
183579,1235216565974040
183812,194758992933230
183883,2.751463424e+22
184721,411313439034311488
184843,332838700334381952
185887,486756203372852032
186780,618612770225816576
186809,702269857101754368
187259,3
187640,1.74176931698902e+21
187733,3.51829430966702e+23
188062,79792266297611856
188124,3.44064e+19
188225,1.4310188928884e+20
188433,19599665578316398592
188736,2
189171,4.95176015714152e+27
189312,184473245206710176
189443,2519680402066087
189519,19599665578316398592
189881,50950109889050
190062,1.1005853696e+24
190279,6.31152394264439e+21
190694,6.31152394264439e+21
190838,1.4310188928884e+20
190865,6294719700992
191100,1.4310188928884e+20
191380,3.89595234836746e+22
191952,301741175033823232
192410,3.51829430966702e+23
192659,102334134
193245,3.89595234836746e+22
193395,5.25893003079215e+20
193602,9
193682,114004233933493
193815,3.51829430966702e+23
194171,873430010034204
195028,71975146367
195054,5.44451787073502e+39
195407,621053673285
195434,5.09765535523839e+21
195513,7121453984059539456
195549,2333521433367183360
195757,27562262386261716
195908,1.74176931698902e+21
196209,5658455881
196257,5.27971447506833e+21
196525,39437084962599288
196728,36
196904,8.50705917302346e+37
197811,5.27971447506833e+21
197831,124849486331242000
198307,304278004998
198467,8944394323791467
198922,18626451492309588
199299,1168732431139859
199932,1.74176931698902e+21
200185,720867993281778176
201009,4069200207872
201569,3.89595234836746e+22
203108,1303679135744
203344,83176226243584
203659,3.44064e+19
204308,2177953337809371136
204539,-119218851371
204978,2.33840261972944e+49
205388,172713262087405568
205395,5.27971447506833e+21
205460,1.0425509973802e+23
205464,1.4310188928884e+20
205716,823275648561300
205923,889698587396248
206025,3.44064e+19
206125,524778969784385536
206161,67604178040816386058
206192,6.31152394264439e+21
206466,158526641599938560
206944,21018866592361
206969,20000273725560980
207022,288047075905950208
207224,3.51829430966702e+23
207350,5059980344811847680
207750,19299378566004736
207841,1.33121449e+17
207984,1.0425509973802e+23
208144,5026197405777636
208385,4.5e+17
208683,1.4310188928884e+20
208842,6148914691147038720
209719,886731088897
209769,1
210079,2341762672896108
210124,150094635297261248
210787,61799465310573
211065,6.31152394264439e+21
211156,1.26765060022823e+30
211741,7639424778862809
211783,1646719514544128
213026,19599665578316398592
213279,1.4310188928884e+20
213540,7121453984059539456
213717,45537549121
215034,6.31152394264439e+21
215619,1.74176931698902e+21
215744,10159248503045
215747,5.90668229154243e+37
215771,363640311302879296
216965,-1.32472897536e+20
217681,106765181148606
218760,6571697209741
219286,20000273725560980
219897,3.51829430966702e+23
220010,88913056334067
220132,5408069238299142
220732,444849293698124
220754,546920858309968
220821,2.751463424e+22
221025,801547459765449
221026,12123924126
221159,257339018249281
221449,19599665578316398592
221797,12123924127
221806,150094635296999136
221850,124026378347
222064,147236767058935
223020,98885672046279
223189,3.44064e+19
223379,34938565521219552
223810,69351670125
223887,2.751463424e+22
224448,9807567290367
224582,1.0425509973802e+23
224633,2.751463424e+22
224663,19599665578316398592
224916,1.0425509973802e+23
225076,586813429630107648
225127,669726411243809536
225176,9182443343772812
225262,1.68878126864017e+25
225751,11037244688
225754,14472334024676224
226067,85883896308432
226068,62113250390417
226249,288230376151711744
227055,386543558932945088
227325,246216444788
227517,19599665578316398592
227546,5.27971447506833e+21
227639,2305807824841605120
